"sede","fecha","cantidad_visitantes","cantidad_combos","gasto_total","propina","tiempo_espera","satisfaccion_cliente","numero_de_mesas_disponibles"
"Laboratorios",2022-03-13,7,3,6000,132,5.7,86.8,29
"Sede_Vergara",2022-03-13,27,5,10000,113,10,95.2,27
"Escuela_Universitaria_de_Ingles",2022-03-13,33,3,6000,129,5.3,92.5,23
"Trabajo_Argentino",2022-03-14,10,6,12000,521,9.3,85.8,29
"Rectorado",2022-03-14,11,3,6000,295,6.3,97.8,19
"Biblioteca",2022-03-14,15,2,4000,212,3.4,98.2,10
"Laboratorios",2022-03-14,18,5,10000,276,12.4,89.4,19
"Sede_Vergara",2022-03-14,41,5,10000,267,8.1,99,23
"Escuela_Universitaria_de_Ingles",2022-03-14,24,4,8000,169,9.7,87.7,23
"Trabajo_Argentino",2022-03-15,20,3,6000,391,5.8,94.1,15
"Rectorado",2022-03-15,9,4,8000,222,7.6,100.8,30
"Biblioteca",2022-03-15,50,3,6000,156,5.3,106.7,12
"Laboratorios",2022-03-15,13,3,6000,288,4.9,93.4,15
"Sede_Vergara",2022-03-15,23,3,6000,210,6.8,94,29
"Escuela_Universitaria_de_Ingles",2022-03-15,12,5,10000,157,8.2,88.5,17
"Trabajo_Argentino",2022-03-16,25,5,10000,354,11.5,88.8,20
"Malvinas_Argentinas",2022-03-16,1,2,4000,221,3.7,92.7,11
"Rectorado",2022-03-16,19,4,8000,134,9.2,85.4,24
"Biblioteca",2022-03-16,25,4,8000,124,8.6,97.9,23
"Laboratorios",2022-03-16,17,4,8000,114,8.5,94.7,28
"Sede_Vergara",2022-03-16,26,5,10000,205,11.1,91.1,20
"Escuela_Universitaria_de_Ingles",2022-03-16,10,4,8000,210,8.8,86.6,20
"Trabajo_Argentino",2022-03-17,27,3,6000,528,4.9,93.3,17
"Malvinas_Argentinas",2022-03-17,8,2,4000,150,4.3,101.3,17
"Rectorado",2022-03-17,12,3,6000,228,5.5,89,28
"Biblioteca",2022-03-17,16,3,6000,250,5.9,88.9,19
"Laboratorios",2022-03-17,14,2,4000,254,4.4,100,17
"Sede_Vergara",2022-03-17,24,4,8000,208,6.8,94.7,17
"Escuela_Universitaria_de_Ingles",2022-03-17,20,3,6000,131,6.1,91.5,20
"Trabajo_Argentino",2022-03-18,39,5,10000,332,10.3,87.8,16
"Malvinas_Argentinas",2022-03-18,20,3,6000,231,6.1,95.2,29
"Rectorado",2022-03-18,8,2,4000,263,4.2,94.6,27
"Biblioteca",2022-03-18,39,2,4000,189,3.3,101.9,29
"Laboratorios",2022-03-18,17,2,4000,106,4.2,101.5,29
"Sede_Vergara",2022-03-18,60,5,10000,189,11.4,73.1,19
"Escuela_Universitaria_de_Ingles",2022-03-18,43,5,10000,130,9.2,92.8,14
"Trabajo_Argentino",2022-03-19,32,6,12000,331,10.2,90.9,25
"Malvinas_Argentinas",2022-03-19,9,4,8000,300,7.4,91.6,23
"Rectorado",2022-03-19,19,2,4000,100,3.9,94.5,23
"Biblioteca",2022-03-19,36,4,8000,224,7.1,92.4,24
"Laboratorios",2022-03-19,16,2,4000,216,5,95.2,21
"Sede_Vergara",2022-03-19,50,2,4000,190,4.9,94.5,28
"Escuela_Universitaria_de_Ingles",2022-03-19,50,4,8000,131,6.1,92.3,15
"Malvinas_Argentinas",2022-03-20,22,4,8000,112,7,86.9,22
"Rectorado",2022-03-20,8,2,4000,217,3.5,99.4,27
"Laboratorios",2022-03-20,4,3,6000,218,4.6,94.6,21
"Sede_Vergara",2022-03-20,34,4,8000,290,9.3,91.2,26
"Escuela_Universitaria_de_Ingles",2022-03-20,41,2,4000,242,3,92.7,19
"Rectorado",2022-03-21,20,4,8000,256,8.2,90.3,28
"Sede_Vergara",2022-03-21,23,2,4000,176,3.5,98.3,20
"Escuela_Universitaria_de_Ingles",2022-03-21,58,5,10000,299,8.4,95.2,22
"Trabajo_Argentino",2022-03-22,17,4,8000,504,6.5,87,26
"Malvinas_Argentinas",2022-03-22,2,2,4000,299,3.1,96.4,16
"Rectorado",2022-03-22,17,2,4000,120,3.5,95.5,12
"Biblioteca",2022-03-22,17,3,6000,271,6.6,93,16
"Laboratorios",2022-03-22,8,2,4000,143,5,97.2,11
"Sede_Vergara",2022-03-22,55,3,6000,250,6,105.5,19
"Escuela_Universitaria_de_Ingles",2022-03-22,21,4,8000,231,6.9,95.1,25
"Trabajo_Argentino",2022-03-23,29,3,6000,315,6.8,90.4,27
"Malvinas_Argentinas",2022-03-23,14,2,4000,155,3.5,95.1,17
"Rectorado",2022-03-23,14,4,8000,150,8.2,86.5,20
"Biblioteca",2022-03-23,28,4,8000,277,8.5,93.8,25
"Laboratorios",2022-03-23,7,2,4000,289,4.5,101.2,15
"Sede_Vergara",2022-03-23,61,5,10000,204,8.3,93.8,18
"Escuela_Universitaria_de_Ingles",2022-03-23,5,2,4000,233,4.6,99.3,25
"Trabajo_Argentino",2022-03-24,25,4,8000,382,9.6,84.4,26
"Malvinas_Argentinas",2022-03-24,1,4,8000,214,9.6,95.7,12
"Rectorado",2022-03-24,15,4,8000,183,7.8,95.7,29
"Biblioteca",2022-03-24,37,3,6000,138,4.9,93.3,21
"Laboratorios",2022-03-24,14,2,4000,129,3.9,100.3,19
"Sede_Vergara",2022-03-24,43,4,8000,121,6.1,103.8,30
"Escuela_Universitaria_de_Ingles",2022-03-24,23,4,8000,133,7.6,99.9,29
"Trabajo_Argentino",2022-03-25,30,3,6000,503,5.6,101.3,11
"Malvinas_Argentinas",2022-03-25,1,2,4000,232,4.6,98.8,25
"Rectorado",2022-03-25,11,5,10000,100,8.2,98.9,14
"Biblioteca",2022-03-25,37,2,4000,104,3.1,95,29
"Laboratorios",2022-03-25,27,5,10000,275,8.3,90.1,19
"Sede_Vergara",2022-03-25,65,5,10000,116,9.8,99.3,16
"Escuela_Universitaria_de_Ingles",2022-03-25,38,3,6000,156,6,93.3,17
"Trabajo_Argentino",2022-03-26,41,3,6000,597,6.5,83.2,13
"Malvinas_Argentinas",2022-03-26,5,4,8000,110,9,96.8,10
"Rectorado",2022-03-26,14,5,10000,236,10.6,88.6,23
"Biblioteca",2022-03-26,28,4,8000,255,9.9,87.1,18
"Laboratorios",2022-03-26,24,5,10000,229,9.7,82.4,16
"Sede_Vergara",2022-03-26,49,4,8000,217,10,91.9,16
"Escuela_Universitaria_de_Ingles",2022-03-26,50,5,10000,187,8.4,91.7,30
"Trabajo_Argentino",2022-03-27,1,6,12000,577,9.6,80.4,22
"Malvinas_Argentinas",2022-03-27,1,5,10000,144,8.3,88.4,21
"Rectorado",2022-03-27,20,3,6000,275,6.1,92.2,27
"Sede_Vergara",2022-03-27,49,2,4000,113,3,86,16
"Escuela_Universitaria_de_Ingles",2022-03-27,32,2,4000,103,4.8,86.5,27
"Trabajo_Argentino",2022-03-28,7,6,12000,527,11.3,80.4,14
"Rectorado",2022-03-28,4,4,8000,108,6.6,96.1,18
"Biblioteca",2022-03-28,14,2,4000,297,3.7,97.1,12
"Laboratorios",2022-03-28,4,3,6000,170,5.1,95.3,20
"Sede_Vergara",2022-03-28,44,3,6000,203,5,88.2,16
"Escuela_Universitaria_de_Ingles",2022-03-28,26,4,8000,112,8.7,89.8,11
"Trabajo_Argentino",2022-03-29,19,5,10000,385,8.9,90.7,28
"Rectorado",2022-03-29,14,5,10000,141,10.3,86.7,10
"Biblioteca",2022-03-29,23,4,8000,146,8.7,86.2,28
"Laboratorios",2022-03-29,14,4,8000,125,7.7,98.9,26
"Sede_Vergara",2022-03-29,43,2,4000,207,4.6,94.5,19
"Escuela_Universitaria_de_Ingles",2022-03-29,35,2,4000,138,4.4,91.8,27
"Trabajo_Argentino",2022-03-30,25,3,6000,405,6.9,93,29
"Malvinas_Argentinas",2022-03-30,13,3,6000,154,4.9,87.7,27
"Rectorado",2022-03-30,12,4,8000,129,7.7,90.8,16
"Biblioteca",2022-03-30,47,2,4000,263,4.7,99.1,22
"Laboratorios",2022-03-30,15,4,8000,153,9.3,96.6,17
"Sede_Vergara",2022-03-30,41,5,10000,256,10,90.5,29
"Escuela_Universitaria_de_Ingles",2022-03-30,8,4,8000,240,6,92.8,23
"Trabajo_Argentino",2022-03-31,44,4,8000,454,7.8,89.7,23
"Malvinas_Argentinas",2022-03-31,3,4,8000,121,9.9,85.6,30
"Rectorado",2022-03-31,9,2,4000,253,3.9,90.2,24
"Biblioteca",2022-03-31,53,3,6000,244,5.2,98.4,17
"Laboratorios",2022-03-31,5,4,8000,280,6.2,91.1,30
"Sede_Vergara",2022-03-31,44,4,8000,120,7.9,94.2,24
"Escuela_Universitaria_de_Ingles",2022-03-31,30,5,10000,205,8.2,96.7,27
"Trabajo_Argentino",2022-04-01,36,3,6000,544,6.9,90.2,12
"Malvinas_Argentinas",2022-04-01,29,2,4000,165,3.9,94.4,23
"Rectorado",2022-04-01,17,4,8000,190,9.3,88.3,26
"Biblioteca",2022-04-01,62,3,6000,109,4.6,95.4,26
"Laboratorios",2022-04-01,34,5,10000,107,9.1,84.2,14
"Sede_Vergara",2022-04-01,53,3,6000,155,5.4,97.4,24
"Escuela_Universitaria_de_Ingles",2022-04-01,25,2,4000,143,4.1,99.6,14
"Trabajo_Argentino",2022-04-02,16,3,6000,426,6.9,96.1,17
"Malvinas_Argentinas",2022-04-02,6,3,6000,255,5.9,91.1,17
"Rectorado",2022-04-02,10,2,4000,255,4.4,103.5,15
"Laboratorios",2022-04-02,15,2,4000,277,4.7,105.3,24
"Sede_Vergara",2022-04-02,28,4,8000,226,7.3,94.7,18
"Escuela_Universitaria_de_Ingles",2022-04-02,49,3,6000,102,6.2,90.3,11
"Rectorado",2022-04-03,1,5,10000,289,9.8,88,22
"Sede_Vergara",2022-04-03,15,2,4000,168,3.6,94.3,12
"Escuela_Universitaria_de_Ingles",2022-04-03,49,4,8000,153,6.9,91.5,27
"Trabajo_Argentino",2022-04-04,20,5,10000,581,11.5,82,25
"Rectorado",2022-04-04,4,5,10000,153,10.1,94.2,10
"Biblioteca",2022-04-04,14,5,10000,251,10.5,92.1,13
"Laboratorios",2022-04-04,4,3,6000,237,4.6,100.8,26
"Sede_Vergara",2022-04-04,6,5,10000,243,9.7,94.6,19
"Escuela_Universitaria_de_Ingles",2022-04-04,44,2,4000,194,4.1,88,30
"Trabajo_Argentino",2022-04-05,22,3,6000,485,5.8,93.8,21
"Malvinas_Argentinas",2022-04-05,5,3,6000,199,5,94.8,14
"Rectorado",2022-04-05,6,3,6000,280,5.2,87.5,15
"Biblioteca",2022-04-05,14,3,6000,278,7,92.6,19
"Laboratorios",2022-04-05,17,2,4000,169,4.6,91.4,24
"Sede_Vergara",2022-04-05,20,4,8000,156,9.8,90,10
"Escuela_Universitaria_de_Ingles",2022-04-05,23,5,10000,292,10,101.2,14
"Trabajo_Argentino",2022-04-06,13,4,8000,472,9,90.3,23
"Malvinas_Argentinas",2022-04-06,16,5,10000,205,10.4,100.6,26
"Rectorado",2022-04-06,11,2,4000,256,3.2,102.6,17
"Biblioteca",2022-04-06,43,3,6000,178,5.6,97.6,26
"Laboratorios",2022-04-06,13,3,6000,259,7.4,92,22
"Sede_Vergara",2022-04-06,65,3,6000,173,6.3,90.9,18
"Escuela_Universitaria_de_Ingles",2022-04-06,3,4,8000,289,9.7,89.8,21
"Trabajo_Argentino",2022-04-07,12,3,6000,490,6.4,90.1,12
"Rectorado",2022-04-07,43,3,6000,218,5.7,90.8,19
"Biblioteca",2022-04-07,40,3,6000,262,5.5,101.8,19
"Laboratorios",2022-04-07,15,5,10000,268,10.8,88.2,26
"Sede_Vergara",2022-04-07,45,2,4000,266,4.9,93.7,15
"Escuela_Universitaria_de_Ingles",2022-04-07,14,3,6000,177,5.1,104.3,17
"Trabajo_Argentino",2022-04-08,49,5,10000,525,11.1,90,23
"Malvinas_Argentinas",2022-04-08,17,4,8000,243,7.1,81.3,20
"Rectorado",2022-04-08,7,5,10000,239,7.6,82.7,11
"Biblioteca",2022-04-08,56,3,6000,266,6.4,85.4,14
"Laboratorios",2022-04-08,25,2,4000,298,3,98,26
"Sede_Vergara",2022-04-08,43,5,10000,245,9.3,90.9,12
"Escuela_Universitaria_de_Ingles",2022-04-08,27,2,4000,233,4,97.1,29
"Trabajo_Argentino",2022-04-09,19,3,6000,496,4.5,99.5,16
"Malvinas_Argentinas",2022-04-09,17,5,10000,107,8.7,91.7,13
"Rectorado",2022-04-09,21,4,8000,142,9.5,90.1,30
"Biblioteca",2022-04-09,35,4,8000,114,9.8,88.9,20
"Laboratorios",2022-04-09,17,3,6000,225,5.9,98.6,30
"Sede_Vergara",2022-04-09,39,4,8000,267,6.1,81.3,28
"Escuela_Universitaria_de_Ingles",2022-04-09,48,4,8000,136,8.5,89.1,18
"Malvinas_Argentinas",2022-04-10,5,2,4000,273,4.4,96.8,22
"Rectorado",2022-04-10,30,3,6000,127,7.5,87.4,27
"Sede_Vergara",2022-04-10,18,2,4000,144,3.5,97,17
"Escuela_Universitaria_de_Ingles",2022-04-10,28,3,6000,264,6.8,84.1,25
"Trabajo_Argentino",2022-04-11,10,5,10000,446,9.9,87.5,12
"Biblioteca",2022-04-11,26,5,10000,157,10.5,91.7,18
"Laboratorios",2022-04-11,7,3,6000,139,6.6,89.6,13
"Sede_Vergara",2022-04-11,35,2,4000,233,3.2,95.2,20
"Escuela_Universitaria_de_Ingles",2022-04-11,20,5,10000,225,12,87.3,19
"Trabajo_Argentino",2022-04-12,22,4,8000,596,6.9,89.5,24
"Malvinas_Argentinas",2022-04-12,16,2,4000,281,3.6,96.4,17
"Rectorado",2022-04-12,6,5,10000,265,11,89.9,14
"Biblioteca",2022-04-12,35,2,4000,178,4,91.1,21
"Laboratorios",2022-04-12,17,4,8000,146,6.1,93.7,11
"Sede_Vergara",2022-04-12,9,2,4000,179,3.2,91.5,30
"Escuela_Universitaria_de_Ingles",2022-04-12,18,5,10000,242,10.3,88.3,10
"Trabajo_Argentino",2022-04-13,30,6,12000,432,11.3,98.4,30
"Malvinas_Argentinas",2022-04-13,3,4,8000,254,9.2,88.2,24
"Rectorado",2022-04-13,4,3,6000,210,7,92.8,12
"Biblioteca",2022-04-13,26,5,10000,179,8.3,89,14
"Laboratorios",2022-04-13,20,2,4000,219,4.7,92.1,21
"Sede_Vergara",2022-04-13,35,4,8000,292,6.4,92.6,10
"Trabajo_Argentino",2022-04-14,24,5,10000,376,10.6,88.6,14
"Malvinas_Argentinas",2022-04-14,9,2,4000,177,3.2,93.7,13
"Rectorado",2022-04-14,4,5,10000,226,12,100.2,15
"Biblioteca",2022-04-14,42,4,8000,300,9.4,89.4,13
"Laboratorios",2022-04-14,10,4,8000,111,9,95.8,18
"Sede_Vergara",2022-04-14,33,4,8000,233,8.6,88.6,15
"Escuela_Universitaria_de_Ingles",2022-04-14,18,5,10000,186,11.5,87.7,12
"Trabajo_Argentino",2022-04-15,51,6,12000,381,11.1,75,17
"Malvinas_Argentinas",2022-04-15,26,2,4000,261,4.6,100.8,22
"Rectorado",2022-04-15,16,3,6000,100,6.1,96.8,20
"Biblioteca",2022-04-15,51,3,6000,142,5.1,100.5,11
"Laboratorios",2022-04-15,21,4,8000,272,7.1,101.4,12
"Sede_Vergara",2022-04-15,41,3,6000,230,5.9,100.7,13
"Escuela_Universitaria_de_Ingles",2022-04-15,34,3,6000,129,5.6,93.9,10
"Trabajo_Argentino",2022-04-16,35,6,12000,360,9.7,93.1,28
"Malvinas_Argentinas",2022-04-16,1,3,6000,162,5.8,95.2,12
"Rectorado",2022-04-16,25,2,4000,158,4.1,102.3,18
"Biblioteca",2022-04-16,11,3,6000,211,6.5,93.8,10
"Laboratorios",2022-04-16,18,2,4000,279,4.5,92.4,28
"Sede_Vergara",2022-04-16,46,2,4000,174,4.5,98.3,14
"Escuela_Universitaria_de_Ingles",2022-04-16,47,5,10000,175,8,87.8,14
"Malvinas_Argentinas",2022-04-17,6,4,8000,272,9,94.3,16
"Rectorado",2022-04-17,12,2,4000,291,3.6,102.9,29
"Laboratorios",2022-04-17,2,3,6000,221,6.5,91.3,11
"Sede_Vergara",2022-04-17,30,3,6000,205,6.3,93.6,17
"Escuela_Universitaria_de_Ingles",2022-04-17,34,2,4000,141,4.7,89.5,27
"Trabajo_Argentino",2022-04-18,21,4,8000,531,7,97.2,19
"Rectorado",2022-04-18,9,3,6000,125,6.5,94,24
"Biblioteca",2022-04-18,26,5,10000,259,10.6,80.8,28
"Laboratorios",2022-04-18,7,4,8000,195,6.7,95.8,13
"Sede_Vergara",2022-04-18,44,4,8000,242,7.5,93.6,11
"Escuela_Universitaria_de_Ingles",2022-04-18,20,3,6000,268,6.1,96.6,20
"Trabajo_Argentino",2022-04-19,23,4,8000,406,8.7,90.5,27
"Malvinas_Argentinas",2022-04-19,12,4,8000,179,8.6,85.4,10
"Rectorado",2022-04-19,4,3,6000,137,5.2,94.5,27
"Biblioteca",2022-04-19,32,4,8000,247,6.2,97.1,25
"Laboratorios",2022-04-19,30,4,8000,217,8.7,99,23
"Sede_Vergara",2022-04-19,41,2,4000,287,4.4,89.9,17
"Escuela_Universitaria_de_Ingles",2022-04-19,22,4,8000,174,6.5,102.1,29
"Trabajo_Argentino",2022-04-20,33,5,10000,517,9.6,97.2,19
"Rectorado",2022-04-20,5,4,8000,135,7.2,84.4,16
"Biblioteca",2022-04-20,26,4,8000,288,9.8,90.3,20
"Laboratorios",2022-04-20,15,4,8000,244,9.7,93.2,17
"Sede_Vergara",2022-04-20,27,5,10000,158,12.1,88.5,29
"Escuela_Universitaria_de_Ingles",2022-04-20,15,3,6000,182,6.3,94.4,23
"Trabajo_Argentino",2022-04-21,11,6,12000,591,13.7,83.6,21
"Malvinas_Argentinas",2022-04-21,5,2,4000,195,3.9,96.6,15
"Rectorado",2022-04-21,9,5,10000,174,11.1,92.1,18
"Biblioteca",2022-04-21,28,5,10000,175,10.4,88.5,16
"Laboratorios",2022-04-21,27,3,6000,246,7.1,94,26
"Sede_Vergara",2022-04-21,36,2,4000,166,3.9,93.4,18
"Escuela_Universitaria_de_Ingles",2022-04-21,14,2,4000,159,3.1,87.4,12
"Trabajo_Argentino",2022-04-22,40,4,8000,568,6.4,94.1,11
"Rectorado",2022-04-22,15,5,10000,238,11.1,94,23
"Biblioteca",2022-04-22,48,2,4000,178,4.7,95.7,14
"Laboratorios",2022-04-22,30,4,8000,143,9.1,85.2,30
"Sede_Vergara",2022-04-22,47,4,8000,115,8.6,89.8,19
"Escuela_Universitaria_de_Ingles",2022-04-22,34,4,8000,112,8.2,90.2,14
"Trabajo_Argentino",2022-04-23,28,4,8000,506,7.7,87.3,19
"Malvinas_Argentinas",2022-04-23,6,3,6000,265,6.4,85.1,22
"Rectorado",2022-04-23,15,2,4000,163,3.3,92.4,20
"Biblioteca",2022-04-23,11,2,4000,200,4,96.4,11
"Laboratorios",2022-04-23,25,2,4000,232,4.4,81.6,11
"Sede_Vergara",2022-04-23,57,2,4000,279,4.4,94.5,24
"Escuela_Universitaria_de_Ingles",2022-04-23,37,5,10000,162,8.9,90.2,21
"Rectorado",2022-04-24,19,2,4000,205,3.6,91.2,29
"Sede_Vergara",2022-04-24,14,5,10000,115,12.2,91,21
"Escuela_Universitaria_de_Ingles",2022-04-24,47,3,6000,239,7.2,88.4,28
"Trabajo_Argentino",2022-04-25,29,5,10000,501,12.4,86.2,21
"Rectorado",2022-04-25,9,2,4000,118,3.7,100.9,26
"Biblioteca",2022-04-25,43,5,10000,115,8.8,94.8,18
"Laboratorios",2022-04-25,14,5,10000,209,10.5,82.1,30
"Sede_Vergara",2022-04-25,17,4,8000,191,6.4,88.4,20
"Escuela_Universitaria_de_Ingles",2022-04-25,25,4,8000,218,8.3,87.6,13
"Trabajo_Argentino",2022-04-26,19,5,10000,441,12,83.5,29
"Malvinas_Argentinas",2022-04-26,6,5,10000,267,7.5,93.1,26
"Rectorado",2022-04-26,14,3,6000,154,4.7,99.4,21
"Biblioteca",2022-04-26,21,5,10000,282,10.5,80.2,30
"Laboratorios",2022-04-26,12,2,4000,103,3.8,86.3,14
"Sede_Vergara",2022-04-26,45,3,6000,287,5.2,87.4,26
"Escuela_Universitaria_de_Ingles",2022-04-26,30,4,8000,294,6.9,95.9,24
"Trabajo_Argentino",2022-04-27,9,6,12000,352,14.3,77.4,23
"Malvinas_Argentinas",2022-04-27,5,3,6000,115,5.2,92.4,30
"Rectorado",2022-04-27,5,3,6000,187,6.6,90.5,21
"Biblioteca",2022-04-27,42,2,4000,106,4.6,93.8,24
"Laboratorios",2022-04-27,20,5,10000,259,8.1,93.8,12
"Sede_Vergara",2022-04-27,45,4,8000,118,6.1,92.5,16
"Escuela_Universitaria_de_Ingles",2022-04-27,1,4,8000,144,6.5,96.4,15
"Trabajo_Argentino",2022-04-28,26,3,6000,381,5,94.8,26
"Malvinas_Argentinas",2022-04-28,20,5,10000,129,11,94.6,15
"Rectorado",2022-04-28,4,5,10000,233,10.3,86.2,28
"Biblioteca",2022-04-28,68,5,10000,152,10.9,77.8,15
"Laboratorios",2022-04-28,13,4,8000,240,9.3,90.7,14
"Sede_Vergara",2022-04-28,31,3,6000,157,5.1,88.3,27
"Escuela_Universitaria_de_Ingles",2022-04-28,33,5,10000,145,9.2,93.8,29
"Malvinas_Argentinas",2022-04-29,21,5,10000,199,8.6,92.8,19
"Rectorado",2022-04-29,21,2,4000,155,3.3,94.3,22
"Laboratorios",2022-04-29,28,2,4000,214,4.4,95.4,13
"Sede_Vergara",2022-04-29,27,2,4000,280,3.4,90.4,27
"Escuela_Universitaria_de_Ingles",2022-04-29,59,4,8000,150,6.4,87.1,26
"Trabajo_Argentino",2022-04-30,12,4,8000,389,6.5,85.3,23
"Malvinas_Argentinas",2022-04-30,33,5,10000,235,11.6,93.9,22
"Rectorado",2022-04-30,6,4,8000,276,9.9,97.4,21
"Laboratorios",2022-04-30,9,4,8000,180,9.2,94.7,22
"Sede_Vergara",2022-04-30,45,2,4000,137,3.3,98.9,23
"Escuela_Universitaria_de_Ingles",2022-04-30,29,3,6000,135,5.5,90.3,20
"Malvinas_Argentinas",2022-05-01,1,5,10000,187,9,98.6,15
"Rectorado",2022-05-01,3,2,4000,209,4.1,96.1,15
"Laboratorios",2022-05-01,8,3,6000,278,4.6,94.6,25
"Sede_Vergara",2022-05-01,14,4,8000,138,6.4,89.9,10
"Escuela_Universitaria_de_Ingles",2022-05-01,42,5,10000,264,9.2,94.4,30
"Trabajo_Argentino",2022-05-02,34,4,8000,540,8.6,90.8,12
"Rectorado",2022-05-02,14,4,8000,110,9.2,93.3,12
"Laboratorios",2022-05-02,14,2,4000,260,3.3,103.4,22
"Sede_Vergara",2022-05-02,25,2,4000,109,4.4,93.1,29
"Escuela_Universitaria_de_Ingles",2022-05-02,41,5,10000,237,10.4,82.6,22
"Malvinas_Argentinas",2022-05-03,18,5,10000,276,10.9,92.7,18
"Rectorado",2022-05-03,10,2,4000,127,4.7,96.4,21
"Laboratorios",2022-05-03,14,2,4000,175,4.2,92.6,13
"Sede_Vergara",2022-05-03,21,2,4000,149,4.4,101.5,14
"Escuela_Universitaria_de_Ingles",2022-05-03,50,4,8000,186,9.7,90.9,30
"Malvinas_Argentinas",2022-05-04,15,4,8000,129,9.7,92.1,17
"Rectorado",2022-05-04,21,4,8000,223,9.5,98.3,21
"Laboratorios",2022-05-04,12,4,8000,264,6.3,93.9,24
"Sede_Vergara",2022-05-04,34,3,6000,212,6.3,93.5,23
"Escuela_Universitaria_de_Ingles",2022-05-04,19,3,6000,110,5.2,95.3,25
"Malvinas_Argentinas",2022-05-05,1,2,4000,281,3.2,95.9,10
"Rectorado",2022-05-05,17,3,6000,151,6.9,84.7,20
"Laboratorios",2022-05-05,22,5,10000,277,11,88.4,25
"Sede_Vergara",2022-05-05,22,5,10000,218,7.6,86.6,27
"Escuela_Universitaria_de_Ingles",2022-05-05,16,2,4000,248,4.9,100.1,13
"Trabajo_Argentino",2022-05-06,17,3,6000,582,5.5,100.2,17
"Malvinas_Argentinas",2022-05-06,24,5,10000,199,8.1,84.3,25
"Rectorado",2022-05-06,10,4,8000,285,8.6,93.4,28
"Biblioteca",2022-05-06,23,2,4000,179,4,95.5,15
"Laboratorios",2022-05-06,9,2,4000,191,4.1,88.4,19
"Sede_Vergara",2022-05-06,44,5,10000,126,11.3,88.1,20
"Escuela_Universitaria_de_Ingles",2022-05-06,40,4,8000,231,7.4,94.7,11
"Trabajo_Argentino",2022-05-07,46,4,8000,458,8.6,89.1,23
"Malvinas_Argentinas",2022-05-07,1,5,10000,109,10.9,89.3,11
"Rectorado",2022-05-07,11,3,6000,168,6.4,94.5,20
"Biblioteca",2022-05-07,13,3,6000,216,5.9,94.3,13
"Laboratorios",2022-05-07,16,3,6000,229,5.3,101.2,25
"Sede_Vergara",2022-05-07,31,3,6000,109,5.6,94.6,26
"Escuela_Universitaria_de_Ingles",2022-05-07,45,3,6000,214,7.3,91.8,30
"Malvinas_Argentinas",2022-05-08,4,5,10000,248,9.6,91.9,17
"Rectorado",2022-05-08,25,4,8000,263,7.1,97.6,13
"Laboratorios",2022-05-08,3,3,6000,250,5.7,85.9,14
"Sede_Vergara",2022-05-08,25,5,10000,100,8.3,98.7,16
"Escuela_Universitaria_de_Ingles",2022-05-08,36,4,8000,296,9.9,86.8,12
"Trabajo_Argentino",2022-05-09,12,6,12000,462,10.9,78.1,28
"Rectorado",2022-05-09,5,5,10000,264,7.6,94.2,20
"Biblioteca",2022-05-09,15,4,8000,299,8.5,91.2,24
"Laboratorios",2022-05-09,1,5,10000,123,10.9,99.6,30
"Sede_Vergara",2022-05-09,28,3,6000,259,5,98.3,15
"Escuela_Universitaria_de_Ingles",2022-05-09,13,5,10000,164,8.4,89.9,18
"Trabajo_Argentino",2022-05-10,14,3,6000,563,5.1,93.7,24
"Malvinas_Argentinas",2022-05-10,6,2,4000,165,4.7,95.2,23
"Rectorado",2022-05-10,5,3,6000,143,5.8,88,11
"Biblioteca",2022-05-10,20,4,8000,210,7.8,94,15
"Laboratorios",2022-05-10,9,3,6000,113,5,92.7,28
"Sede_Vergara",2022-05-10,11,4,8000,284,8.2,87,30
"Escuela_Universitaria_de_Ingles",2022-05-10,22,5,10000,254,12.2,84.7,24
"Trabajo_Argentino",2022-05-11,24,3,6000,521,6.8,91.7,26
"Malvinas_Argentinas",2022-05-11,4,4,8000,186,9.9,80.1,21
"Rectorado",2022-05-11,14,3,6000,181,5.6,89,16
"Biblioteca",2022-05-11,23,2,4000,272,4.2,92.7,12
"Laboratorios",2022-05-11,8,4,8000,286,6.4,93.3,21
"Sede_Vergara",2022-05-11,26,2,4000,109,4.1,104.3,18
"Escuela_Universitaria_de_Ingles",2022-05-11,3,3,6000,209,5.9,95.5,21
"Trabajo_Argentino",2022-05-12,30,4,8000,474,6.4,89.6,20
"Malvinas_Argentinas",2022-05-12,8,4,8000,135,6.3,91.8,17
"Rectorado",2022-05-12,11,5,10000,125,9.5,88.4,15
"Biblioteca",2022-05-12,39,4,8000,183,6,94.7,30
"Laboratorios",2022-05-12,20,3,6000,294,6.1,95,10
"Sede_Vergara",2022-05-12,25,5,10000,160,7.6,81.1,16
"Escuela_Universitaria_de_Ingles",2022-05-12,23,4,8000,147,8.9,87.1,24
"Trabajo_Argentino",2022-05-13,45,5,10000,559,9.8,99.4,16
"Rectorado",2022-05-13,12,2,4000,263,3.3,94.5,16
"Biblioteca",2022-05-13,38,3,6000,129,7.5,91.9,19
"Laboratorios",2022-05-13,24,3,6000,261,4.8,92.2,28
"Sede_Vergara",2022-05-13,44,3,6000,285,6.1,95,29
"Escuela_Universitaria_de_Ingles",2022-05-13,39,2,4000,209,4.3,94.9,24
"Trabajo_Argentino",2022-05-14,48,5,10000,522,10.1,86.5,24
